»ç¾÷Àå¸í,ÀÎÇã°¡ÀÏÀÚ,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,Æó¾÷ÀÏÀÚ,¿µ¾÷»óÅÂ¸í,¼ÒÀçÁöÀüÃ¼ÁÖ¼Ò,µµ·Î¸íÀüÃ¼ÁÖ¼Ò,ÁÖ¼Ò,"Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼Ò¿©ºÎ","Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼ÒÀÏÀÚ","Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼Ò¿¬µµ",ÀÎÇã°¡¿¬µµ
Å¸¿îÄÉÀÌ ÈÖÆ®´Ï½º,2007-12-26,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾çµ¿ 636-10,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¶Ò¼¶·Î 632 (ÀÚ¾çµ¿),¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¶Ò¼¶·Î 632 (ÀÚ¾çµ¿),0,,,2007
ÀÌ·ç¾îÁü ±¸ÀÇÁ¡,2008-01-02,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 243-66,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 399, 3Ãþ (±¸ÀÇµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 399, 3Ãþ (±¸ÀÇµ¿)",0,,,2008
¸Æ½ºÅäÅ»ÈÖÆ®´Ï½º,2008-02-25,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 6-2¹øÁö ¿¬ÇÑºôµù 6Ãþ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 241, 6Ãþ (È­¾çµ¿, ¿¬ÇÑºôµù)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 241, 6Ãþ (È­¾çµ¿, ¿¬ÇÑºôµù)",0,,,2008
SAP,2008-05-26,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 355¹øÁö,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ µ¿ÀÏ·Î 190, ºñ02È£ (±ºÀÚµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ µ¿ÀÏ·Î 190, ºñ02È£ (±ºÀÚµ¿)",0,,,2008
½Ã³ÊÁöÈÖÆ®´Ï½º,2008-06-10,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 21-2¹øÁö ÀÌ¼öºê¶ó¿î½ºÅæ2Ãþ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î 346, 2Ãþ (È­¾çµ¿, ºê¶ó¿î½ºÅæÈ­¾ç)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î 346, 2Ãþ (È­¾çµ¿, ºê¶ó¿î½ºÅæÈ­¾ç)",0,,,2008
ÈÖÆ®´Ï½ºÆÄÅ©,2009-04-24,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 27-3¹øÁö ÁöÇÏ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î 259  (±ºÀÚµ¿,ÁöÇÏ)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î 259  (±ºÀÚµ¿,ÁöÇÏ)",0,,,2009
¸Ó½½ H ÈÖÆ®´Ï½º,1999-04-23,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 103,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚ·Î 108 (±ºÀÚµ¿, ±ºÀÚºôµù)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚ·Î 108 (±ºÀÚµ¿, ±ºÀÚºôµù)",0,,,1999
»ó·ÏÇï½ºÅ©¸®´Ð,1999-07-15,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾çµ¿ 845-12¹øÁö 2Ãþ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¶Ò¼¶·Î23±æ 43  (ÀÚ¾çµ¿,2Ãþ)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¶Ò¼¶·Î23±æ 43  (ÀÚ¾çµ¿,2Ãþ)",0,,,1999
½ºÆ÷Ã÷Å¬¸®´Ð¹ë·±½º,1999-07-15,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 65-3¹øÁö,,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 65-3¹øÁö,0,,,1999
¸ÞÆ®·ÎÇï½º,1999-10-02,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 246-15¹øÁö,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 373  (±¸ÀÇµ¿),¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 373  (±¸ÀÇµ¿),0,,,1999
½ºÅ¸ÀÏÈÖÆ®´Ï½ºÅ¬·´(¹«´ÜÆó¾÷),2000-04-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ Áß°îµ¿ 18-71¹øÁö,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¿ë¸¶»ê·Î 120 (Áß°îµ¿),¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¿ë¸¶»ê·Î 120 (Áß°îµ¿),0,,,2000
¾Æ¸Þ¸®Ä­ÈÖÆ®´Ï½º,2001-01-16,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»êµ¿ 962-47¹øÁö,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»ê·Î 347  (µ¶»êµ¿),¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»ê·Î 347  (µ¶»êµ¿),0,,,2001
¸Ó½½Å·,2007-03-27,,,,,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ Áß°îµ¿ 230-12 3, 4Ãþ","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¸é¸ñ·Î 126, 3,4Ãþ (Áß°îµ¿, Áß°îµ¿ÁÖÂ÷ºôµù)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¸é¸ñ·Î 126, 3,4Ãþ (Áß°îµ¿, Áß°îµ¿ÁÖÂ÷ºôµù)",0,,,2007
¾Æ¸§´Ù¿îÈÖÆ®´Ï½º,2007-04-25,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾çµ¿ 606-14¹øÁö ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¶Ò¼¶·Î 622-1  (ÀÚ¾çµ¿,ÁöÇÏ1Ãþ)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¶Ò¼¶·Î 622-1  (ÀÚ¾çµ¿,ÁöÇÏ1Ãþ)",0,,,2007
Á¦ÀÌÇÇÆ®ÈÖÆ®´Ï½º,2007-07-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 527¹øÁö KCCÆÄÅ©Å¸¿îB1 ºñ04~06È£,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î 410, B1Ãþ 04~06È£ (È­¾çµ¿, KCCÆÄÅ©Å¸¿î)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î 410, B1Ãþ 04~06È£ (È­¾çµ¿, KCCÆÄÅ©Å¸¿î)",0,,,2007
ÈÖÆ®´Ï½º Æ®¸®,2007-09-28,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿ 256-3¹øÁö ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÃµÈ£´ë·Î 646, ÁöÇÏ1Ãþ (´Éµ¿, ´Éµ¿³ªÀÌ½ººôµù)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÃµÈ£´ë·Î 646, ÁöÇÏ1Ãþ (´Éµ¿, ´Éµ¿³ªÀÌ½ººôµù)",0,,,2007
Çï½ºº¸ÀÌÁü&°ñÇÁÀÎ °¡»ê¿ªÁ¡,2006-04-06,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµ¿ 60-19 SJ Å×Å©³ëºô B127È£,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ º¢²É·Î 278, ºñ127È£ (°¡»êµ¿, SJÅ×Å©³ëºô)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ º¢²É·Î 278, ºñ127È£ (°¡»êµ¿, SJÅ×Å©³ëºô)",0,,,2006
ÆÛÇÃÁü¾Ø¿ä°¡,2006-10-24,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»êµ¿ 1037-57¹øÁö,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»ê·Î 217 (µ¶»êµ¿),¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»ê·Î 217 (µ¶»êµ¿),0,,,2006
ºñÅ¸¹Î ÈÖÆ®´Ï½º,2007-01-18,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»êµ¿ 291-5¹øÁö ½ÃÆ¼·º½º 3Ãþ,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈï´ë·Î 399 (µ¶»êµ¿,½ÃÆ¼·º½º 3Ãþ)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈï´ë·Î 399 (µ¶»êµ¿,½ÃÆ¼·º½º 3Ãþ)",0,,,2007
ÁÖ½ÄÈ¸»ç ´õ·¦½ºÈÖÆ®´Ï½º µ¶»ê,2007-01-24,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»êµ¿ 951-4 Çö°æºôµù,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ³²ºÎ¼øÈ¯·Î 1372, Çö°æºôµù (µ¶»êµ¿)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ³²ºÎ¼øÈ¯·Î 1372, Çö°æºôµù (µ¶»êµ¿)",0,,,2007
Å×Å©³ëÈÖÆ®´Ï½ºÅ¬·´,2002-09-06,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 360-19¹øÁö,,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 360-19¹øÁö,0,,,2002
½ÃÆ¼Áü ±ºÀÚ,2000-05-12,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 346-23 ÁöÀåºôµù5Ãþ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚ·Î 75 (±ºÀÚµ¿, ÁöÀåºôµù)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚ·Î 75 (±ºÀÚµ¿, ÁöÀåºôµù)",0,,,2000
¼¼Á¾ ³²¿©Çï½º(¹«´ÜÆó¾÷),2000-07-18,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 244-15¹øÁö,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇ·Î 6 (±¸ÀÇµ¿, ½ÅÈ£ºôµù)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇ·Î 6 (±¸ÀÇµ¿, ½ÅÈ£ºôµù)",0,,,2000
È­ÀÎÇï½º,2000-08-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 254-30¹øÁö,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾ç·Î 173  (±¸ÀÇµ¿),¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾ç·Î 173  (±¸ÀÇµ¿),0,,,2000
¸ö°¡Áü ÆÛ½º³ÎÆ®·¹ÀÌ´×,2015-02-09,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 225¹øÁö,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î 396, 3Ãþ (È­¾çµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î 396, 3Ãþ (È­¾çµ¿)",0,,,2015
Choi's Body Balance,2015-02-24,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾ç·Î18±æ 67 (±¸ÀÇµ¿),¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾ç·Î18±æ 67 (±¸ÀÇµ¿),0,,,2015
NX PT STUDIO,2015-06-19,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾çµ¿ 652-33¹øÁö,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¶Ò¼¶·Î 656, 2Ãþ (ÀÚ¾çµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¶Ò¼¶·Î 656, 2Ãþ (ÀÚ¾çµ¿)",0,,,2015
2MR ÈÖÆ®´Ï½º,2015-06-25,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿ 283-15¹øÁö,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î 268, 2Ãþ (´Éµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î 268, 2Ãþ (´Éµ¿)",0,,,2015
ÈÖÆ®´Ï½º ¿¡ÀÌÄ¡Åõ,2015-07-30,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 132-6¹øÁö,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î19±æ 57, 3Ãþ 301È£ (È­¾çµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î19±æ 57, 3Ãþ 301È£ (È­¾çµ¿)",0,,,2015
ÈÖÆ®´Ï½ºº£ÀÌ 24½Ã °Ç´ëÁ¡,2015-07-30,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 113-1,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î19±æ 35, ÁöÇÏ3Ãþ (È­¾çµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î19±æ 35, ÁöÇÏ3Ãþ (È­¾çµ¿)",0,,,2015
³ë°æ¿ì ÆÛ½º³Î Æ®·¹ÀÌ´×,2015-11-19,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 199-6¹øÁö,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 484, ÁöÇÏ1Ãþ (±¸ÀÇµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 484, ÁöÇÏ1Ãþ (±¸ÀÇµ¿)",0,,,2015
BODY119(¹Ùµð119),2015-12-21,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 250¹øÁö,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 599 (±¤Àåµ¿, ±¤Àåµ¿ ½Åµ¿¾Æ ÆÄ¹Ð¸®¿¡)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 599 (±¤Àåµ¿, ±¤Àåµ¿ ½Åµ¿¾Æ ÆÄ¹Ð¸®¿¡)",0,,,2015
¿ö¶ó¹ëÇÇÆ®´Ï½º ÀÚ¾çÁ¡,2015-12-29,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾çµ¿ 580-9,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¶Ò¼¶·Î 585 (ÀÚ¾çµ¿, ½ÅÃàºôµù)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¶Ò¼¶·Î 585 (ÀÚ¾çµ¿, ½ÅÃàºôµù)",0,,,2015
Á¦ÀÌ¹Ùµð¿÷½º,2016-04-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 245-26¹øÁö,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 438, ÁöÇÏ1Ãþ (±¸ÀÇµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 438, ÁöÇÏ1Ãþ (±¸ÀÇµ¿)",0,,,2016
½ÃÈïÁ¡ ½ºÆ÷¾Ö´Ï (ÁÖ)ÄÉÀÌµð½ºÆ÷Ã÷,2012-07-17,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈïµ¿ 912-20 ¿¡º¥¿¡¼³ÇÁ¶óÀÚ 402È£,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ±ÝÇÏ·Î 720, 4Ãþ 402È£ (½ÃÈïµ¿, ¿¡º¥¿¡¼¿ÇÁ¶óÀÚ)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ±ÝÇÏ·Î 720, 4Ãþ 402È£ (½ÃÈïµ¿, ¿¡º¥¿¡¼¿ÇÁ¶óÀÚ)",0,,,2012
RSM ÈÖÆ®´Ï½º,2013-01-16,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµ¿ 327-29¹øÁö,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµðÁöÅÐ2·Î 30 (°¡»êµ¿),¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµðÁöÅÐ2·Î 30 (°¡»êµ¿),0,,,2013
¿ò Gym,2013-01-18,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµ¿ 543-1¹øÁö,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ¼­ºÎ»û±æ 606, 312~315È£ (°¡»êµ¿, ´ë¼º µðÆú¸®½º)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ¼­ºÎ»û±æ 606, 312~315È£ (°¡»êµ¿, ´ë¼º µðÆú¸®½º)",0,,,2013
¹ÙµðÃ¤³ÎÇÍ µ¶»êÁ¡,2013-04-12,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»êµ¿ 1012-15,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈï´ë·Î 392 (µ¶»êµ¿),¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈï´ë·Î 392 (µ¶»êµ¿),0,,,2013
¿¡½º¹ÙµðÁü,2013-11-14,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»êµ¿ 711-2¹øÁö ±ÝÃµÇö´ë¾ÆÆÄÆ®,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ º¢²É·Î 73, 302~304-1È£ (µ¶»êµ¿, ±ÝÃµÇö´ë¾ÆÆÄÆ®)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ º¢²É·Î 73, 302~304-1È£ (µ¶»êµ¿, ±ÝÃµÇö´ë¾ÆÆÄÆ®)",0,,,2013
³ª´ÙÇï½º,2009-05-21,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾çµ¿ 553-376¹øÁö 3Ãþ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î4±æ 17, 3Ãþ (ÀÚ¾çµ¿, ¿ø¿ì»ó°¡)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ´Éµ¿·Î4±æ 17, 3Ãþ (ÀÚ¾çµ¿, ¿ø¿ì»ó°¡)",0,,,2009
Ä¿ºê½º±¸ÀÇÅ¬·´,2009-08-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 200-20¹øÁö 3Ãþ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 481, 3Ãþ (±¸ÀÇµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 481, 3Ãþ (±¸ÀÇµ¿)",0,,,2009
¸¶Å©Áü ÈÖÆ®´Ï½º - °­º¯¿ªÁ¡,2009-09-15,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 593-15¹øÁö 5Ãþ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇ°­º¯·Î 45, 5Ãþ (±¸ÀÇµ¿, ±¸ÀÇµ¿ º¹ÇÕºôµù)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇ°­º¯·Î 45, 5Ãþ (±¸ÀÇµ¿, ±¸ÀÇµ¿ º¹ÇÕºôµù)",0,,,2009
¿ø¸ð¾î ÆÛ½º³ÎÆ®·¹ÀÌ´× ½ºÆ©µð¿À,2010-05-12,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 373-8¹øÁö 3Ãþ,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î17±æ 10  (±ºÀÚµ¿,3Ãþ)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î17±æ 10  (±ºÀÚµ¿,3Ãþ)",0,,,2010
³­°îÁ¡ ½ºÆ÷¾Ö´Ï (ÁÖ)ÄÉÀÌµð½ºÆ÷Ã÷,2005-08-02,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»êµ¿ 901-7 Áö¿ÀÇÁ¶óÀÚ 6Ãþµ¿,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ³²ºÎ¼øÈ¯·Î 1428, 6Ãþ (µ¶»êµ¿, Áö¿ÀÇÁ¶óÀÚ)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ³²ºÎ¼øÈ¯·Î 1428, 6Ãþ (µ¶»êµ¿, Áö¿ÀÇÁ¶óÀÚ)",0,,,2005
½¬¸® ¿©¼ºÀü¿ë Çï½ºÅ¬·´,2005-09-29,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈïµ¿ 896-15¹øÁö,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»ê·Î 49 (½ÃÈïµ¿),¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»ê·Î 49 (½ÃÈïµ¿),0,,,2005
ÁöºñÈÖÆ®´Ï½º¹®È­¼¾ÅÍ,2005-10-10,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµ¿ 150-2 ½ÅÆò´ëÀÏÅ¸¿î 6Ãþ,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈï´ë·Î153±æ 99 (°¡»êµ¿,½ÅÆò´ëÀÏÅ¸¿î 6Ãþ)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈï´ë·Î153±æ 99 (°¡»êµ¿,½ÅÆò´ëÀÏÅ¸¿î 6Ãþ)",0,,,2005
ºêÀÌ,2005-10-21,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ½ÃÈïµ¿ 852-55,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»ê·Î 123 (½ÃÈïµ¿),¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»ê·Î 123 (½ÃÈïµ¿),0,,,2005
ÇÁ¶óÀÓÇï½ºÅ¬·´,2003-03-11,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 219-5¹øÁö (4Ãþ),"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 453  (±¸ÀÇµ¿,(4Ãþ))","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 453  (±¸ÀÇµ¿,(4Ãþ))",0,,,2003
¿ùµå½ºÆ÷Ã÷¼¾ÅÍ,2003-03-29,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 114-3¹øÁö (4Ãþ),,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 114-3¹øÁö (4Ãþ),0,,,2003
¾ÆÂ÷»êÇï½ºÅ¬·´,2003-08-26,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 31-23¹øÁö,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾ç·Î 312  (±¸ÀÇµ¿),¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾ç·Î 312  (±¸ÀÇµ¿),0,,,2003
±ºÀÚÈÖÆ®´Ï½º Å©·´,1997-11-03,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 466-18¹øÁö (3Ãþ),"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÃµÈ£´ë·Î 510  (±ºÀÚµ¿,(3Ãþ))","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÃµÈ£´ë·Î 510  (±ºÀÚµ¿,(3Ãþ))",0,,,1997
